Date,Domain,Page Type,Tweet,Country Character,Country Competence,People Character,People Competence,Sentiment
17:25.0,twitter.com,twitter,breakingnews coronavirus americans wuhan china quarantine thank goodness americans evacuated wuhan china mandatory evacuation least weeks,1,1,1,0,neutral
17:22.0,twitter.com,twitter,incoming flights china limited seven airports sunday due coronavirus,1,1,1,1,neutral
17:21.0,twitter.com,twitter,theres doubt top infectious disease doctor says wuhan coronavirus spread even people symptoms cnn coronavirus cina china wuhan,1,1,0,0,negative
17:14.0,twitter.com,twitter,coronavirus itbp creates facility swiftly near itbp chhawla camp new delhi quarantine approximately indian families arriving wuhan china families monitored qualified team doctors watch signs infection,1,1,1,0,neutral
16:40.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
16:27.0,twitter.com,twitter,communist party china led chinese people conquering many difficulties united fight novelcoronavirus full confidence win battle great party great people great cause,1,0,1,1,negative
16:20.0,twitter.com,twitter,incoming flights china limited seven airports united states,1,1,1,0,neutral
16:08.0,twitter.com,twitter,leaked videos china coronavirus claims victims coronavirusoutbreak,1,0,1,0,neutral
16:04.0,twitter.com,twitter,hoped international community recognize importantly support efforts china making contain pandemic maintain global health security coronavirus opinion,1,1,1,0,neutral
15:54.0,twitter.com,twitter,china transport ministry said lunarnewyear travel trips jan overall air rail road jan day holiday end overall trips whopping air rail road,1,1,1,1,neutral
15:44.0,twitter.com,twitter,trump administration friday declared public health emergency coronavirus outbreak said would bar entry united states starting sunday foreign nationals traveled china usa,1,1,1,0,negative
15:39.0,twitter.com,twitter,dailybeautiful temple heaven beijing one unesco world heritage sites china travel unesco,1,0,1,1,neutral
15:19.0,twitter.com,twitter,hey remember yall get twist mentioning bats chinese menu racist state mediaapproved china,0,1,1,1,negative
15:00.0,twitter.com,twitter,hoped international community recognize importantly support efforts china making contain pandemic maintain global health security coronavirus opinion,1,1,1,0,neutral
14:57.0,twitter.com,twitter,incoming flights china limited seven airports united states,1,1,1,0,neutral
14:41.0,twitter.com,twitter,citizen hubei province china within past days subject quarantine two weeks announces,1,1,1,0,neutral
14:01.0,twitter.com,twitter,citizen hubei province china within past days subject quarantine two weeks announces,1,1,1,0,neutral
13:59.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,1,-1,1,1,negative
13:58.0,twitter.com,twitter,first two cases coronavirus confirmed china chinavirus,1,1,0,0,neutral
13:28.0,twitter.com,twitter,uprising quickly ended qing dynasty began wuhan today people china saying epidemic overwhelming regime wuhan chinas chernobyl marx told history repeats wuhancoronavirus,1,0,1,1,negative
13:02.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
13:01.0,twitter.com,twitter,white house bans foreigners visited china entering coronarvirus,1,1,1,1,neutral
12:46.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
12:40.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
12:37.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
12:32.0,twitter.com,twitter,incoming flights china limited seven airports united states,1,1,1,0,neutral
12:27.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
12:18.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
12:04.0,twitter.com,twitter,beijing slammed issuing warning traveling virusstricken china calling decision truly mean earlier world health organization urged countries restrict travel the world health,1,1,1,1,negative
11:36.0,twitter.com,twitter,expected world know china could possibly threaten safety whole world it s always politics regarding cover news corruption wif suppression freedom china chinaisterrorist chinavirus coronavirus ncov,1,0,1,1,neutral
11:17.0,twitter.com,twitter,tajikistan start construction companies china new buildings government parliament cornovavirus outbreak border closures restrictions looks like projects delayed,1,1,1,0,neutral
10:14.0,twitter.com,twitter,coronavirus hongkong leader carrie lam says total border shutdown mainland china discriminatory ramp quarantine measures south china morning post wars publichealth travel tourism,1,0,1,1,neutral
10:12.0,twitter.com,twitter,first batch indian passengers air india special flight wuhan china coronavirus coronavirusindia chinavirus ndtvexclusive ndtv x,1,0,1,1,neutral
09:56.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
09:23.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
08:40.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
08:17.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,1,1,1,0,neutral
08:00.0,twitter.com,twitter,please ask help china crisis lower tarrifs coronavirus,1,1,1,0,neutral
07:52.0,twitter.com,twitter,last week asked federal health security officials travel china given coronavirus worsening conditions since it s time consider restricting commercial travel china public health must paramount,0,1,1,1,neutral
07:48.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
07:38.0,twitter.com,twitter,ughyur camps waiting get killed massively coronavirus cononavirus caronavirus coronovirus arrived region world doesnt care afraid anger ccp china,1,0,1,1,negative
06:35.0,twitter.com,twitter,wuhan resident chen min died within days developing fever cough docs never tested coronavirus shes incl official govt count dead suggests scale problem far greater china acknowledged,1,1,1,1,negative
06:14.0,twitter.com,twitter,many coronavirus infected people showed obvious symptoms fell coma suddenly still walking street death toll china way officially reported coronavirusoutbreak wuhancoronavius ncov,1,0,1,1,negative
06:02.0,twitter.com,twitter,join crew get hands daily activities china travel cruise yangtze river,0,1,1,1,neutral
06:01.0,twitter.com,twitter,precautions coronavirus coughing sneezing cover mouth tissue flexed elbow touch mask eyes nose discard single use surgical masks rmr thy percent safe n masks safe ncov ncov ncov pakistan china,1,0,1,1,neutral
05:00.0,twitter.com,twitter,yearold boy diagnosed wuhan coronavirus shows symptoms raising concerns virus spreading undetected china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus,1,-1,1,1,negative
04:48.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,1,1,1,0,neutral
04:06.0,twitter.com,twitter,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo,1,1,1,1,neutral
03:49.0,twitter.com,twitter,resources hongkong enough cater needs china even every hongkongers surgery masks safeguard lives hongkong close border immediately,1,0,1,1,neutral
03:40.0,twitter.com,twitter,would seen many cases outside china probably deaths government s efforts progress made protect people people world ncov,0,1,1,1,negative
03:32.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
03:31.0,twitter.com,twitter,trump administration friday declared coronavirus public health emergency united states announced people pose risk transmitting disease temporarily suspended entry china,1,1,1,0,negative
03:14.0,twitter.com,twitter,hongkong still opens door china even macau better time civilians worried line buying surgery mask safeguard lives close border,1,0,1,1,negative
03:03.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
03:03.0,twitter.com,twitter,people know pain diagnosed newly developed disease absolutely cure anywhere around globe may biggest billionaire town knowing whatever gets serious dead soon pain pain coronavirus china,1,1,1,1,neutral
02:50.0,twitter.com,twitter,breaking also state department also ban person travelled china past days prior coming fear coronavirus,1,0,1,1,neutral
02:19.0,twitter.com,twitter,china travel curbs tightened official admits mishandling coronavirus,1,1,1,1,neutral
02:17.0,twitter.com,twitter,thats nice pakistani citizens majority medical students stranded china coronavirus pakistan evacuate citizens wuhan,1,1,0,0,negative
01:25.0,twitter.com,twitter,since outbreak coronavirus paying close attention actively responded call government donating batches hydrogen peroxide disinfectants help fight epidemic hubei thoughts china,1,1,1,0,negative
00:24.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
00:08.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
00:02.0,twitter.com,twitter,shocking evidence people hubei province dropping onto floor ill coronavirus china,1,1,1,1,negative
00:00.0,twitter.com,twitter,ohio ems providers advised screen patients coronavirus infection infectiousdiseases medicaldirector publichealth triage ems firstresponders china emt paramedics,1,1,1,1,neutral
59:51.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
59:49.0,twitter.com,twitter,kill animals scared coronavirus keepcalm use science coronavirus cats dogs thrown tower blocks china fake news rumours animals causing spread stopanimalculling china,1,0,1,1,negative
59:38.0,twitter.com,twitter,one country bil home major disaster coronarvirus china,1,1,1,1,negative
59:30.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
59:26.0,twitter.com,twitter,hongkongs carrie lam dismisses calls close border mainland china despite threats strike action medical sector next week coronavirus wuhancoronavirus,1,0,1,0,negative
59:20.0,twitter.com,twitter,krg interior ministry asks citizens travel china coronavirus centers disease control prevention previously planned funnel travelers coming kurdistan region iraq,1,1,1,0,neutral
59:18.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,1,1,1,0,neutral
59:07.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,1,1,1,0,neutral
59:01.0,twitter.com,twitter,southcoms adm craig faller sasc testimony while russia cuba china prop illegitimate maduro dictatorship democracies world look way get venezuelan people deserve free prosperous venezuela,1,1,1,1,neutral
58:49.0,twitter.com,twitter,translation chinaoutbreak china crematoriums wuhan lets math one crematorium fills large rubbish bins used body bags day six crematoriums fill large rubbish bins used body bags,1,0,1,1,neutral
58:37.0,twitter.com,twitter,salute medical workers wuhan working tirelessly coronavirus outbreak even don t time take proper lunch break heart goes prayforwuhan wuhancoronovirus chinavirus coronarvirus china,1,0,1,1,negative
58:36.0,twitter.com,twitter,ncov virus responsible current epidemic severe pneumonia started wuhan china almost identical previous sarscov virus,1,0,1,1,negative
58:33.0,twitter.com,twitter,hundreds doctors nurses leaving families shanghai guangdong xian wuhancoronavirus eve chinesenewyear big salute stay strong wuhan china,1,0,1,1,positive
58:27.0,twitter.com,twitter,possibly know many people infected coronavirus symptoms aren t tested arent enough tests numbers way wrong folks wuhanquarantine wuhan china thailand unitedstates coronarovirus hongkong uyghurs tibet,1,0,1,1,negative
58:21.0,twitter.com,twitter,carriers begin full suspensions uschina service business travel news coronavirusoutbreak travel biztravel china transpacific flying airlines aviation novelcoronavirus,1,0,1,1,neutral
58:07.0,twitter.com,twitter,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook,1,0,1,1,negative
58:06.0,twitter.com,twitter,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done,1,1,1,1,neutral
58:03.0,twitter.com,twitter,brilliant coronavirus china bat powered love,1,-1,1,1,positive
57:44.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
57:20.0,twitter.com,twitter,exactly one week since china began working bed hospital wuhan video site today shows complete transformation would hopefully save lives people affected wuhanvirus cornoavirus ncov,1,1,0,0,negative
57:01.0,twitter.com,twitter,passengers returning china share experiences milan airport coronavirus,1,0,1,1,neutral
56:55.0,twitter.com,twitter,countries suspended travel china declared coronavirus outbreak international health emergency recent survey half people said threat major health epidemic country,1,1,1,0,negative
56:35.0,twitter.com,twitter,new way pay meal smile facialrecognition latest form payments china blogygold fintech payments iot tech deeplearning machinelearning makeyourownlane ir must watch missamericana sb,1,1,1,1,neutral
56:07.0,twitter.com,twitter,forgot indonesia malaysia pakistan southafrica syria iraqi iran china mexico argentina libya algeria venzuela ecuador cuba canada newzealand zimbabwe many reject deal stand palestinians,0,1,0,1,neutral
56:05.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
55:40.0,twitter.com,twitter,trump weighs tighter china travel restrictions response coronavirus,1,1,1,1,negative
55:29.0,twitter.com,twitter,chinese man saido lord protect china wuhan can t bear uyghur sympathy chinese people since chinese communist party taken power systematically genociding uyghurs can t bear chinese regime s ruthless oppression coronavirus,1,1,1,1,negative
55:14.0,twitter.com,twitter,coronavirus forced china lock million people keep fed globalpandemic time,1,1,1,1,negative
55:07.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
54:27.0,twitter.com,twitter,doctor moment leaves wife wuhan treat coronovirus patients coronovirus suicide mission many brave doctors nurses wont come back loved ones god bless coronarovirus china,1,0,1,1,positive
54:25.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
54:14.0,twitter.com,twitter,beginning demand rebound demand lithium nutshell begun look albemarle sqm tianqui china,1,1,1,0,neutral
54:01.0,twitter.com,twitter,finnair cancels flights mainland china february due coronavirusoutbreak,0,1,1,1,negative
53:56.0,twitter.com,twitter,pompei calls communist china central threat times,1,1,1,0,negative
53:32.0,twitter.com,twitter,huge opportunity china evaluate develop system monitor wildlife trade idea consuming bushmeat century fundamentally wrong many fronts it s time china rethink role wildlife cant food,1,1,1,1,neutral
53:30.0,twitter.com,twitter,new way pay meal smile facialrecognition latest form payments china blogygold fintech payments iot tech deeplearning machinelearning makeyourownlane ir must watch missamericana sb,1,1,1,1,neutral
53:10.0,twitter.com,twitter,breaking cdc citizens repatriated china quarantined days due sars coronavirus ncov,1,0,1,1,neutral
52:52.0,twitter.com,twitter,ruler treats subjects like grass dirt subjects treat bandit enemy said mencius people china hongkong tibet uyghurs taiwan beyond jinpings ccp regime side people bandit,1,-1,1,1,neutral
52:20.0,twitter.com,twitter,facialrecognition latest form payments china fintech payments iot tech deeplearning machinelearning makeyourownlane ir,1,1,1,1,neutral
52:17.0,twitter.com,twitter,life wuhan china today coronavirus via,1,0,1,0,neutral
52:10.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
51:27.0,twitter.com,twitter,coronavirus virushit wuhan laboratories linked chinese biowarfare program coronavirus maybe originated wuhan laboratory linked china s covert biological weapons program says israeli biological warfare expert,1,1,1,0,neutral
51:18.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
51:17.0,twitter.com,twitter,people want know like empty mall china coronavirus outbreak weird shanghai become ghosttown fyi super brand mall chinacoronavirus coronaoutbreak,1,0,1,1,negative
50:40.0,twitter.com,twitter,coronavirus indianarmy responding emergency created facility near manesar quarantine approximately indian students arriving wuhan china students monitored qualified team doctors watch signs infection nationfirst,1,1,0,0,neutral
50:16.0,twitter.com,twitter,southcoms adm craig faller sasc testimony while russia cuba china prop illegitimate maduro dictatorship democracies world look way get venezuelan people deserve free prosperous venezuela,1,1,1,1,neutral
50:00.0,twitter.com,twitter,china man found dead empty wuhan street amid virus outbreak china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus,1,0,1,1,negative
49:56.0,twitter.com,twitter,emerged hawaii instead china would calling pandemic kahuna virus,0,1,1,1,neutral
49:47.0,twitter.com,twitter,passengers returning china share experiences milan airport coronavirus,1,0,1,1,neutral
49:30.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
49:13.0,twitter.com,twitter,police china even arresting people refuse put face mask see female dropped floor police officer arrested coronavirus,1,0,1,0,negative
49:06.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
49:06.0,twitter.com,twitter,coronavirus declared global health emergency here s californians need know coronavirus outbreak publichealth emergency china virus california cdc wuhan,1,0,1,0,negative
48:50.0,twitter.com,twitter,canadian companies eligible apply money program last year canada signed usled initiative aims reduce global reliance china critical minerals rareearths mining trade evs,1,1,1,1,neutral
48:43.0,twitter.com,twitter,doctors china arrested revealing truth coronavirus,1,1,0,-1,negative
48:41.0,twitter.com,twitter,another video person fell floor china coronavirus,0,1,1,1,negative
48:38.0,twitter.com,twitter,move northcorea china,0,1,1,1,neutral
48:26.0,twitter.com,twitter,cancels flights china wuhancoronavirus,1,1,1,0,negative
48:16.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
48:07.0,twitter.com,twitter,reposting piece todays washingtonpost putting china charge world s intellectualproperty bad idea,1,1,1,1,neutral
47:48.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,1,-1,1,1,negative
47:45.0,twitter.com,twitter,another video person fell floor china coronavirus,0,1,1,1,negative
47:39.0,twitter.com,twitter,another video person fell floor china coronavirus,0,1,1,1,negative
47:39.0,twitter.com,twitter,tea anyone festivallanternes gaillac china feeriesdechine,1,0,1,1,neutral
47:36.0,twitter.com,twitter,shocking evidence people hubei province dropping onto floor ill coronavirus china,1,1,1,1,negative
46:53.0,twitter.com,twitter,coronavirus confirmed cases countryregion amounting coronavirus wuhan china emergency,1,0,1,1,neutral
46:17.0,twitter.com,twitter,lets wise taking precautions coronavirus lets bold opposing chinese communist party regime lets turn discrimination racism chinese people love china peoplei detest regime represses,0,0,1,1,negative
45:59.0,twitter.com,twitter,celebration preparation chinese new year newcastle chinese chinesenewyear yearoftherat newcastle newcastlecity newcastlevisuals newcastlelife bnw monochrome bnwcaptures bnwmood,1,0,1,1,neutral
45:33.0,twitter.com,twitter,china panicbuilding entire hospitals matter days construction china wuhan engineering,1,1,1,0,neutral
45:16.0,twitter.com,twitter,got bottle malbec ready ighalo announced nigerianking mufc china corona,0,1,1,1,neutral
44:35.0,twitter.com,twitter,media china falsely reported coronavirus spread pets like cats dogs chinese ignored truth choose kill pets thrown windows tall buildings coronavirus chinapneumonia chinacoronavirus,1,0,1,1,negative
44:06.0,twitter.com,twitter,health officials reported persontoperson case identified individuals currently investigation coronavirus china chicago potus qanon kag,1,0,1,1,neutral
44:01.0,twitter.com,twitter,flight arrived toronto canada officials said one could get plane reports people monitored fever flight coronarvirus china,1,1,1,1,negative
43:31.0,bioportfolio.com,news,printed bioportfoliocom conservative lawmakers farright supporters president trump calling government ban travel mainland china response coronavirus outbreak est jan stat conservative lawmakers farright supporters president trump,1,1,1,0,neutral
42:56.0,twitter.com,twitter,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done,1,1,1,1,neutral
42:55.0,twitter.com,twitter,when you re dealing life death it s whole different ball game said jarred evans professional football player china wake deadly coronavirusoutbreak he s switched helmet pads mask medical gloves,1,1,1,1,neutral
42:50.0,twitter.com,twitter,alert peer reviewed time coming chinese medical journal keep mind sars death rate percent retweet get word link pdf bottom image coronavirus chinavirus wuhan china,1,0,1,0,neutral
40:56.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
40:27.0,twitter.com,twitter,first time i m sure subject saturdaybreakfast friends despite adding coconut mint supposed candiedbananafritters new respect chinese cooking,0,1,1,1,neutral
40:15.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
40:05.0,twitter.com,twitter,indepth the addition chinese language saudi curriculums reveals carefully planned strategic partnership points beyond linguistic improvement crossculturalism,0,0,1,1,neutral
39:53.0,twitter.com,twitter,last week asked federal health security officials travel china given coronavirus worsening conditions since it s time consider restricting commercial travel china public health must paramount,0,1,1,1,neutral
39:49.0,twitter.com,twitter,swedish media calls action attacks chinese officials media body says journalists denied visas editors receive threatening emails,1,1,1,0,negative
39:35.0,twitter.com,twitter,american airlines also suspended flights china,0,0,1,1,neutral
39:26.0,twitter.com,twitter,southcoms adm craig faller sasc testimony while russia cuba china prop illegitimate maduro dictatorship democracies world look way get venezuelan people deserve free prosperous venezuela,1,1,1,1,neutral
38:52.0,twitter.com,twitter,sars clare robinson spoke chinese government efforts suppress expression inquiry critical ccp campuses inside outside china read,1,0,1,1,neutral
38:48.0,twitter.com,twitter,last round wuhanvirus update latest number cases reached it s going get much higher numbers collected across china tomorrow suspected cases death toll,1,0,1,1,neutral
38:48.0,twitter.com,twitter,wtf horrific whats happening china authorities brutal data coronarvirus must false fakenews god help massive crimesagainsthumanity,1,0,1,1,negative
38:47.0,twitter.com,twitter,southcoms adm craig faller sasc testimony while russia cuba china prop illegitimate maduro dictatorship democracies world look way get venezuelan people deserve free prosperous venezuela,1,1,1,1,neutral
38:37.0,twitter.com,twitter,increible que esto suceda hoy happens china china,1,0,1,1,neutral
38:30.0,twitter.com,twitter,conspiracytheory trump worked china release coronavirus blame economicslowdown coronarvirus outbreak,1,1,1,1,negative
38:18.0,twitter.com,twitter,chinawuhan china stop harmingtorturing innocentstry human monster stop eating animalsstop stupid cruel dog festival,1,0,1,1,negative
38:15.0,twitter.com,twitter,new report says china cremating people secret hide full extent coronavirus cdnpoli onpoli tcot uspolitics,1,1,1,0,negative
38:14.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
38:09.0,twitter.com,twitter,passengers returning china share experiences milan airport coronavirus,1,0,1,1,neutral
37:35.0,twitter.com,twitter,cnn photos give glimpse coronavirus isolation ward macao semiautonomous chinese territory seven people contracted virus china wuhan wuhancoronavirus,1,0,1,1,neutral
37:25.0,twitter.com,twitter,russia closed entire mile border china time shut travel china us said members congress calling shutting travel china amid recent coronavirusoutbreak,1,1,1,1,neutral
37:25.0,twitter.com,twitter,china imports saudiarabia oil rose,0,1,0,1,neutral
37:23.0,twitter.com,twitter,hongkongs carrie lam dismisses calls close border mainland china despite threats strike action medical sector next week coronavirus wuhancoronavirus,1,0,1,0,negative
37:22.0,twitter.com,twitter,airlines continents cancel flights china owing new coronavirus time ncov,1,1,1,0,negative
37:14.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
36:37.0,twitter.com,twitter,lets wise taking precautions coronavirus lets bold opposing chinese communist party regime lets turn discrimination racism chinese people love china peoplei detest regime represses,0,0,1,1,negative
36:23.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
35:53.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
35:47.0,twitter.com,twitter,bare great responsibility people global community cui tiankai chinese ambassador,1,0,1,0,neutral
35:44.0,twitter.com,twitter,expecting white house briefing coronavirus whats travel instructions tofrom china live soon,1,1,1,0,neutral
35:24.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
34:52.0,twitter.com,twitter,china coronavirus spreads india philippines,1,1,1,0,neutral
34:47.0,twitter.com,twitter,probably bcz turkey s trade china b remains dwarfed compared others graph among affected asians asians surprising given chinese economy feeds plus china also good market europeans esp germany,1,1,1,1,neutral
34:47.0,twitter.com,twitter,chinese communist party presents central threat times tells reporters london response question rise china,1,1,0,1,negative
34:19.0,twitter.com,twitter,excellent video cdc expert input novel coronavirus ncov january vimeo coronavirus china ncov travelrestrictions,1,1,1,0,neutral
34:19.0,twitter.com,twitter,breaking krg ministry interior ask irk citizens travel china coronarvirus spreads,1,1,1,0,neutral
33:52.0,twitter.com,twitter,sars clare robinson spoke chinese government efforts suppress expression inquiry critical ccp campuses inside outside china read,1,0,1,1,neutral
33:49.0,twitter.com,twitter,increible que esto suceda hoy happens china china,1,0,1,1,neutral
33:43.0,twitter.com,twitter,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern,1,1,1,1,neutral
33:35.0,twitter.com,twitter,commerce secretary says coronavirus boost economy implying workers china sick work beijing shanghai,1,1,1,0,negative
33:32.0,twitter.com,twitter,latest china hegemony daily thanks china humanrights,1,1,1,0,neutral
33:22.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
33:05.0,twitter.com,twitter,commerce secretary says coronavirus boost economy implying workers china sick work beijing shanghai,1,1,1,0,negative
32:55.0,twitter.com,twitter,germany s foreign office say mass detention muslim uighurs china dw s,1,1,1,0,neutral
32:51.0,twitter.com,twitter,iran suspends flights china due coronavirus iran china coronavirus,0,1,1,1,neutral
32:23.0,twitter.com,twitter,last week asked federal health security officials travel china given coronavirus worsening conditions since it s time consider restricting commercial travel china public health must paramount,0,1,1,1,neutral
32:15.0,twitter.com,twitter,stop harmingtorturing animalsanimals feelingsyou punished done badly chinayou sufferslaughter house workers suffer pain,1,0,1,1,negative
31:31.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
31:28.0,twitter.com,twitter,overseas chinese communities britain donating money medical supplies help fight novel coronavirus china globalpandemic time,1,0,1,1,neutral
30:58.0,twitter.com,twitter,justice utah banfentanyl attorney john huber statement pending expiration emergency prohibition fentanyl analogues opioidcrisis drugtrafficking cartels mexico china huber quotes,1,1,1,1,neutral
30:51.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
30:50.0,twitter.com,twitter,also one thing china hiding number death caused virus credible chinese media outlet interviewed people working local cremation centers confirming many dead bodies sent directly hospitals cremation centers,1,1,0,0,negative
30:44.0,twitter.com,twitter,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage,1,1,0,0,negative
30:08.0,twitter.com,twitter,coronavirus doctors arrested revealing truth way guy knows china,1,1,1,0,negative
30:00.0,twitter.com,twitter,coronavirus health crisis could pummel global economy china wuhan coronavirus coronarvirus coronavirusoutbreak,1,0,1,1,negative
29:31.0,twitter.com,twitter,passengers returning china share experiences milan airport coronavirus,1,0,1,1,neutral
29:18.0,twitter.com,twitter,state department issued level travel china due coronavirus,1,1,1,1,neutral
29:00.0,twitter.com,twitter,finnair cancels flights mainland china february due coronavirusoutbreak,0,1,1,1,negative
28:44.0,twitter.com,twitter,international worry coronavirus wuhan china yes horrible torture uighur muslims chinagov don t forget innocent people locked killed sinply belief empathy chinesegov karma,1,0,1,1,negative
28:16.0,twitter.com,twitter,period uncertainty need logistics partner responsive side help resolve challenges count crane worldwide believe sense urgency thecraneway coronavirus china heretohelp,1,0,1,1,neutral
